seqnames	start	end	beta	pval	qval
chr7	84815088	84816395	0.952737604924818	5.3380877901918e-06	0.00525741892619823
chr9	100614059	100616747	1.17096074629521	5.3380877901918e-06	0.00525741892619823
chr3	14347180	14347509	-1.00154083579199	5.3380877901918e-06	0.00525741892619823
chr22	48884898	48886069	1.13656109819428	5.3380877901918e-06	0.00525741892619823
chr20	60444332	60460352	-0.596642609671922	5.3380877901918e-06	0.00525741892619823
chr5	14405431	14406153	0.808349146267988	5.3380877901918e-06	0.00525741892619823
chr2	193059041	193061042	1.18126095976548	5.3380877901918e-06	0.00525741892619823
chr13	102068258	102069257	0.99553671867889	5.3380877901918e-06	0.00525741892619823
chr7	103629075	103631219	1.07420470051708	5.3380877901918e-06	0.00525741892619823
chr20	61339738	61340670	1.23792505838934	5.3380877901918e-06	0.00525741892619823
chr13	112720017	112729515	0.715833833819981	5.3380877901918e-06	0.00525741892619823
chr11	111411071	111412583	1.16575027842536	5.3380877901918e-06	0.00525741892619823
chr16	1029745	1032933	0.750350126249808	6.67260973773975e-06	0.00525741892619823
chr6	391252	393779	1.19349563234044	6.67260973773975e-06	0.00525741892619823
chr8	47329423	47353216	-0.702452675327267	6.67260973773975e-06	0.00525741892619823
chr13	53312834	53314031	0.841534025753828	6.67260973773975e-06	0.00525741892619823
chr8	139508867	139509773	1.15253699799988	6.67260973773975e-06	0.00525741892619823
chr11	32448132	32450457	0.755942571546875	6.67260973773975e-06	0.00525741892619823
chr7	142558128	142562227	-1.09285983345854	6.67260973773975e-06	0.00525741892619823
chr1	212643402	212643687	-0.936167380118889	6.67260973773975e-06	0.00525741892619823
chr5	137609835	137610459	1.09977507293825	6.67260973773975e-06	0.00525741892619823
chr17	26699109	26699601	1.18383183318938	6.67260973773975e-06	0.00525741892619823
chr5	1882005	1888064	0.796805066502991	6.67260973773975e-06	0.00525741892619823
chr17	77721043	77722481	0.961663823643161	6.67260973773975e-06	0.00525741892619823
chr8	70981777	70984344	1.03685066472341	6.67260973773975e-06	0.00525741892619823
chr17	62773986	62776148	1.21014129208384	6.67260973773975e-06	0.00525741892619823
chr3	137487770	137491256	0.963170076412812	6.67260973773975e-06	0.00525741892619823
chr21	10136523	10140012	-0.65388846842724	6.67260973773975e-06	0.00525741892619823
chr20	62045765	62055172	-0.610498277877676	6.67260973773975e-06	0.00525741892619823
chr1	149398902	149400576	0.97268149735501	6.67260973773975e-06	0.00525741892619823
chr19	2512817	2513893	-0.962825183530571	6.67260973773975e-06	0.00525741892619823
chr3	140769866	140771908	1.14364393818536	6.67260973773975e-06	0.00525741892619823
chr2	132182610	132183137	1.30373159630012	6.67260973773975e-06	0.00525741892619823
chr7	38670322	38671064	1.34300447088688	6.67260973773975e-06	0.00525741892619823
chr20	61750897	61759999	-0.673487573837954	6.67260973773975e-06	0.00525741892619823
chr6	159589483	159591391	1.0544221219497	6.67260973773975e-06	0.00525741892619823
chr1	235805366	235806090	-1.08687991733974	6.67260973773975e-06	0.00525741892619823
chr8	808192	808546	-0.88843188535369	6.67260973773975e-06	0.00525741892619823
chr5	178016035	178017711	1.03600308802774	6.67260973773975e-06	0.00525741892619823
chr14	100125548	100126547	1.04792418421217	6.67260973773975e-06	0.00525741892619823
chr6	30078754	30080642	-1.10408545281182	6.67260973773975e-06	0.00525741892619823
chr20	56803283	56804327	1.17912730124575	6.67260973773975e-06	0.00525741892619823
chr13	28500781	28503699	1.14700624324527	6.67260973773975e-06	0.00525741892619823
chr16	1221759	1234959	-0.495480302158224	6.67260973773975e-06	0.00525741892619823
chr7	154996874	154997551	-1.06634368742535	6.67260973773975e-06	0.00525741892619823
chr12	34748796	34760830	-0.531964474094089	6.67260973773975e-06	0.00525741892619823
chr2	158300366	158300485	0.730043089140507	6.67260973773975e-06	0.00525741892619823
chr13	93879433	93881012	1.32707326667368	6.67260973773975e-06	0.00525741892619823
chr3	14926874	14927090	-1.02341174238895	8.0071316852877e-06	0.00584373016128577
chr8	31496546	31498046	1.14356630374378	8.0071316852877e-06	0.00584373016128577
chr4	6200934	6202553	1.20078227183565	8.0071316852877e-06	0.00584373016128577
chr14	24045063	24047188	1.02611610516769	9.34165363283565e-06	0.00584373016128577
chr8	47111205	47133044	-0.648559741619147	9.34165363283565e-06	0.00584373016128577
chr13	103052285	103053367	1.23475855770405	9.34165363283565e-06	0.00584373016128577
chr7	43151986	43153781	1.06388553952824	9.34165363283565e-06	0.00584373016128577
chr17	81013922	81015865	-0.877277887607471	9.34165363283565e-06	0.00584373016128577
chr7	8429445	8430065	-1.00904018157689	9.34165363283565e-06	0.00584373016128577
chr11	134145370	134147582	0.999510255333122	9.34165363283565e-06	0.00584373016128577
chr20	31605944	31608580	-0.975747648298637	9.34165363283565e-06	0.00584373016128577
chr18	74960996	74963551	0.959192112325065	9.34165363283565e-06	0.00584373016128577
chr7	27140651	27143788	0.934260252305098	9.34165363283565e-06	0.00584373016128577
chr10	135012336	135020931	-0.514976304202558	9.34165363283565e-06	0.00584373016128577
chr5	270434	270765	-1.05219881879432	9.34165363283565e-06	0.00584373016128577
chr8	103572742	103572953	-1.05630268847982	9.34165363283565e-06	0.00584373016128577
chr13	23733719	23734936	0.977422694293025	9.34165363283565e-06	0.00584373016128577
chr15	25478712	25496341	-0.459315631847339	9.34165363283565e-06	0.00584373016128577
chr12	106979229	106981561	0.914432129673544	9.34165363283565e-06	0.00584373016128577
chr13	79169576	79171615	1.08784285678615	9.34165363283565e-06	0.00584373016128577
chr1	237205214	237206803	1.07260259485992	9.34165363283565e-06	0.00584373016128577
chr11	794754	795513	0.754353590777398	9.34165363283565e-06	0.00584373016128577
chr2	91778315	91783589	-0.729257298719316	9.34165363283565e-06	0.00584373016128577
chr3	183118183	183118470	-0.931270272100745	9.34165363283565e-06	0.00584373016128577
chr2	176980671	176983399	0.945564334193178	1.06761755803836e-05	0.00584373016128577
chr1	164681129	164682034	1.15393308357826	1.06761755803836e-05	0.00584373016128577
chr18	500154	501641	1.07078715111379	1.06761755803836e-05	0.00584373016128577
chr20	58152240	58153115	1.07738816117793	1.06761755803836e-05	0.00584373016128577
chr2	29337860	29339048	1.00257597095063	1.06761755803836e-05	0.00584373016128577
chr5	122434516	122435789	0.888237473546147	1.06761755803836e-05	0.00584373016128577
chr7	71798428	71799431	-1.06511076692318	1.06761755803836e-05	0.00584373016128577
chr7	142494468	142495471	0.972267217678372	1.06761755803836e-05	0.00584373016128577
chr3	126892058	126892427	-0.854440088721493	1.06761755803836e-05	0.00584373016128577
chr2	47335396	47335714	-0.967190139030196	1.06761755803836e-05	0.00584373016128577
chr5	1289303	1292051	-0.440483047801375	1.06761755803836e-05	0.00584373016128577
chr1	179712232	179714027	0.927762300156256	1.06761755803836e-05	0.00584373016128577
chr19	34972846	34973816	1.12035054274428	1.20106975279315e-05	0.00584373016128577
chr1	114694626	114697113	0.920869586568353	1.20106975279315e-05	0.00584373016128577
chr13	95353590	95360462	0.723030678433733	1.20106975279315e-05	0.00584373016128577
chr20	55967424	55968957	1.05790148048641	1.20106975279315e-05	0.00584373016128577
chr20	21681875	21687260	0.71842749668286	1.20106975279315e-05	0.00584373016128577
chr20	55200312	55206698	0.791991102549574	1.20106975279315e-05	0.00584373016128577
chr11	57249845	57250946	1.13770037685246	1.20106975279315e-05	0.00584373016128577
chr1	14924480	14926054	1.18199779862868	1.20106975279315e-05	0.00584373016128577
chr10	129534411	129536431	0.839139456108971	1.20106975279315e-05	0.00584373016128577
chr3	192125830	192128126	0.906526066309593	1.20106975279315e-05	0.00584373016128577
chr11	117376171	117376308	-0.997629296580138	1.20106975279315e-05	0.00584373016128577
chr1	207669441	207670102	0.936598650989295	1.20106975279315e-05	0.00584373016128577
chr14	38066795	38068659	1.13903362099727	1.20106975279315e-05	0.00584373016128577
chr5	38556012	38557745	0.963648276936386	1.20106975279315e-05	0.00584373016128577
chr1	47909096	47912151	1.35817860112898	1.20106975279315e-05	0.00584373016128577
chr2	1746868	1748831	1.29657505395952	1.20106975279315e-05	0.00584373016128577
chr1	245679542	245679830	-1.10338488330317	1.20106975279315e-05	0.00584373016128577
chr12	91775124	91775675	-1.20296353652871	1.20106975279315e-05	0.00584373016128577
chr18	25756105	25758491	1.15722990691782	1.20106975279315e-05	0.00584373016128577
chr3	28616537	28618166	1.13335136435766	1.20106975279315e-05	0.00584373016128577
chr15	25447078	25460362	-0.495581199105028	1.20106975279315e-05	0.00584373016128577
chr6	118228233	118229764	1.2406415963066	1.20106975279315e-05	0.00584373016128577
chr8	72468356	72471253	0.996727089015509	1.20106975279315e-05	0.00584373016128577
chr20	4802991	4804136	1.36598710997858	1.20106975279315e-05	0.00584373016128577
chr13	53419423	53424111	0.948903940854018	1.20106975279315e-05	0.00584373016128577
chr3	42947385	42948169	1.1995882256503	1.20106975279315e-05	0.00584373016128577
chr16	88683223	88683411	1.02729928480878	1.20106975279315e-05	0.00584373016128577
chr9	35488214	35488807	-1.54450292314729	1.20106975279315e-05	0.00584373016128577
chr17	75142297	75143834	1.22770824225945	1.20106975279315e-05	0.00584373016128577
chr20	29977487	29978353	-1.14828312706263	1.20106975279315e-05	0.00584373016128577
chr19	18539545	18540428	1.53488074229496	1.20106975279315e-05	0.00584373016128577
chr11	58984433	58984572	-1.11794605270012	1.20106975279315e-05	0.00584373016128577
chr2	154727569	154730326	0.903224553081194	1.20106975279315e-05	0.00584373016128577
chr7	121512772	121513904	1.02376522918021	1.20106975279315e-05	0.00584373016128577
chr20	10491541	10492416	-0.952460446392722	1.20106975279315e-05	0.00584373016128577
chr2	63274415	63275890	1.19603868995316	1.20106975279315e-05	0.00584373016128577
chr20	34893808	34894913	1.44880040252078	1.20106975279315e-05	0.00584373016128577
chr3	62353312	62360546	0.695058716937001	1.20106975279315e-05	0.00584373016128577
chr20	43926320	43926720	-1.57296959080482	1.20106975279315e-05	0.00584373016128577
chr11	122854663	122855581	1.00182115671732	1.20106975279315e-05	0.00584373016128577
chr10	125650353	125651360	1.13691415206247	1.20106975279315e-05	0.00584373016128577
chr13	114074308	114075275	-1.06206884098758	1.20106975279315e-05	0.00584373016128577
chr5	82991	86128	-0.654768087311446	1.20106975279315e-05	0.00584373016128577
chr10	57387702	57391234	0.718973157714922	1.20106975279315e-05	0.00584373016128577
chr20	39316302	39317424	1.2007771211178	1.20106975279315e-05	0.00584373016128577
chr3	148415356	148416041	1.14576152270712	1.20106975279315e-05	0.00584373016128577
chr16	1212818	1220702	-0.479004615980127	1.20106975279315e-05	0.00584373016128577
chr11	31818582	31830524	0.627043657523038	1.33452194754795e-05	0.00643373640283619
chr8	142404870	142405481	1.03749715820463	1.33452194754795e-05	0.00643373640283619
chr11	1146215	1146676	-0.764366379857376	1.46797414230274e-05	0.00695016636521631
chr7	5334131	5340767	-0.77213149430264	1.46797414230274e-05	0.00695016636521631
chr4	779043	780591	1.27584888267632	1.46797414230274e-05	0.00695016636521631
chr5	1005520	1006000	0.865668336921222	1.46797414230274e-05	0.00695016636521631
chr11	24518149	24518894	1.13519848893677	1.60142633705754e-05	0.00754815145832746
chr10	83633821	83636609	1.09564184437766	1.73487853181233e-05	0.00786130795659855
chr13	95655199	95655689	1.10789899009641	1.73487853181233e-05	0.00786130795659855
chr8	72649923	72650164	-1.0175084181159	1.73487853181233e-05	0.00786130795659855
chr7	30721346	30722492	1.21257621884329	1.73487853181233e-05	0.00786130795659855
chr13	102567731	102570546	0.766626428238695	1.73487853181233e-05	0.00786130795659855
chr10	1228238	1231763	-0.794749675867486	1.73487853181233e-05	0.00786130795659855
chr8	1304760	1313580	-0.504868354865339	1.73487853181233e-05	0.00786130795659855
chr6	85482808	85484974	0.923209790451199	1.73487853181233e-05	0.00786130795659855
chr19	48983508	48984513	1.32027275054362	1.73487853181233e-05	0.00786130795659855
chr8	144236343	144237181	-0.758841200901977	1.86833072656713e-05	0.00814721109787725
chr10	91294948	91296018	1.0405223437194	1.86833072656713e-05	0.00814721109787725
chr16	88963010	88971016	-0.436697794959152	1.86833072656713e-05	0.00814721109787725
chr12	132690819	132700318	-0.408133805953783	2.00178292132192e-05	0.00814721109787725
chr1	91182002	91186114	0.810046758492101	2.00178292132192e-05	0.00814721109787725
chr7	32109831	32111237	1.06225557129251	2.00178292132192e-05	0.00814721109787725
chr8	68864153	68865050	1.02781695734778	2.00178292132192e-05	0.00814721109787725
chr7	25991761	25992678	-1.29893867568895	2.00178292132192e-05	0.00814721109787725
chr20	47934802	47936187	1.1068149048893	2.00178292132192e-05	0.00814721109787725
chr3	192231983	192233006	1.09916199758802	2.00178292132192e-05	0.00814721109787725
chr20	25061595	25064209	1.15682795390362	2.00178292132192e-05	0.00814721109787725
chr5	14414817	14415165	0.894658880958583	2.00178292132192e-05	0.00814721109787725
chr2	45230973	45232641	1.27307295398134	2.00178292132192e-05	0.00814721109787725
chr14	34487926	34488133	-1.10776128430215	2.00178292132192e-05	0.00814721109787725
chr8	143530552	143533834	0.871568357051505	2.00178292132192e-05	0.00814721109787725
chr20	62120723	62121972	-0.968658278921929	2.13523511607672e-05	0.00814721109787725
chr13	88329562	88330746	1.2106844041971	2.26868731083151e-05	0.00814721109787725
chr15	99433225	99433851	-1.22365275785386	2.26868731083151e-05	0.00814721109787725
chr7	150644357	150645022	1.06811467582044	2.26868731083151e-05	0.00814721109787725
chr18	59000714	59001891	1.01458539664233	2.26868731083151e-05	0.00814721109787725
chr2	233213969	233217304	0.92866544948053	2.26868731083151e-05	0.00814721109787725
chr11	47358911	47359272	-1.40859462539487	2.26868731083151e-05	0.00814721109787725
chr11	18812724	18814057	1.15272008207036	2.26868731083151e-05	0.00814721109787725
chr14	42074334	42077786	0.698521290517202	2.26868731083151e-05	0.00814721109787725
chr11	44330543	44333310	0.838660923651971	2.26868731083151e-05	0.00814721109787725
chr16	28073664	28074732	1.02735717335615	2.26868731083151e-05	0.00814721109787725
chr19	37997309	37998314	1.30309045913409	2.26868731083151e-05	0.00814721109787725
chr12	114840942	114847677	0.55891943187188	2.26868731083151e-05	0.00814721109787725
chr14	19641130	19642109	-0.988854469241818	2.26868731083151e-05	0.00814721109787725
chr3	178577736	178578182	-1.66527072896369	2.26868731083151e-05	0.00814721109787725
chr9	112402441	112403491	1.27948263275756	2.26868731083151e-05	0.00814721109787725
chr13	20797396	20799485	-0.86251816899823	2.26868731083151e-05	0.00814721109787725
chr12	21680220	21681173	1.20847222356242	2.26868731083151e-05	0.00814721109787725
chr16	29228596	29230611	-1.37379812046503	2.26868731083151e-05	0.00814721109787725
chr1	2990825	3000796	-0.556145740049144	2.26868731083151e-05	0.00814721109787725
chr11	1769443	1770676	0.897968081394078	2.26868731083151e-05	0.00814721109787725
chr17	21280575	21281689	1.18038662927553	2.26868731083151e-05	0.00814721109787725
chr19	39754902	39756197	0.757971312733541	2.26868731083151e-05	0.00814721109787725
chr8	97170024	97173812	0.883743214771478	2.26868731083151e-05	0.00814721109787725
chr2	20868640	20872366	0.722073572263124	2.26868731083151e-05	0.00814721109787725
chr12	85305789	85306942	1.23201739843526	2.26868731083151e-05	0.00814721109787725
chr8	11204551	11206105	1.08550641510483	2.26868731083151e-05	0.00814721109787725
chr11	128680466	128682689	-1.00700757598188	2.26868731083151e-05	0.00814721109787725
chr1	152276781	152284885	-0.603369135875605	2.26868731083151e-05	0.00814721109787725
chr1	3344115	3352404	-0.507458350411848	2.26868731083151e-05	0.00814721109787725
chr7	1271868	1278428	0.657373721264383	2.26868731083151e-05	0.00814721109787725
chr17	72305497	72306392	-0.783730873225968	2.26868731083151e-05	0.00814721109787725
chr13	88323879	88325526	1.34824343561219	2.26868731083151e-05	0.00814721109787725
chr2	131720733	131722427	1.08945006891528	2.26868731083151e-05	0.00814721109787725
chr13	36704567	36705656	1.33776315643561	2.26868731083151e-05	0.00814721109787725
chr3	185911349	185912570	1.15826491452814	2.26868731083151e-05	0.00814721109787725
chr7	155164721	155167662	1.00419229040561	2.26868731083151e-05	0.00814721109787725
chr19	7926638	7929769	0.997711877113463	2.26868731083151e-05	0.00814721109787725
chr3	80946377	80946685	-1.51538363932137	2.26868731083151e-05	0.00814721109787725
chr17	78191887	78192191	-0.827267722452159	2.26868731083151e-05	0.00814721109787725
chr19	57018846	57019947	1.09507796014855	2.26868731083151e-05	0.00814721109787725
chr11	32459654	32461421	0.937887350910705	2.26868731083151e-05	0.00814721109787725
chr1	12609207	12609816	-1.11167035465757	2.26868731083151e-05	0.00814721109787725
chr18	11512	12585	-0.730727038889757	2.26868731083151e-05	0.00814721109787725
chr12	117482802	117483558	0.857480467806999	2.26868731083151e-05	0.00814721109787725
chr8	145925411	145926371	1.00492440898832	2.26868731083151e-05	0.00814721109787725
chr8	85094352	85097432	0.971419214274651	2.5355917003411e-05	0.0087773039908857
chr1	232692781	232693011	1.10571270132386	2.5355917003411e-05	0.0087773039908857
chr22	33453893	33454491	1.12326135287223	2.5355917003411e-05	0.0087773039908857
chr2	219128765	219129307	0.933904931857408	2.5355917003411e-05	0.0087773039908857
chr10	1247394	1256853	-0.418947683545418	2.5355917003411e-05	0.0087773039908857
chr5	130153530	130153806	-1.54990299505609	2.5355917003411e-05	0.0087773039908857
chr6	137815415	137819391	0.721990619084315	2.5355917003411e-05	0.0087773039908857
chr7	49814502	49815751	1.18929779909772	2.5355917003411e-05	0.0087773039908857
chr14	104193902	104194444	0.822620823110297	2.5355917003411e-05	0.0087773039908857
chr14	106059230	106067450	-0.539579877004493	2.5355917003411e-05	0.0087773039908857
chr4	81186719	81188344	1.01103713672362	2.5355917003411e-05	0.0087773039908857
chr2	68546139	68547162	1.25409437462846	2.80249608985069e-05	0.00948357490918065
chr7	157257422	157263425	-0.472693169170873	2.80249608985069e-05	0.00948357490918065
chr12	132687502	132689141	-0.858065417197887	2.80249608985069e-05	0.00948357490918065
chr17	79314520	79316688	1.33011222674471	2.80249608985069e-05	0.00948357490918065
chr14	97684932	97686137	0.898371979451384	2.80249608985069e-05	0.00948357490918065
chr7	35293780	35299286	0.541500274936882	2.80249608985069e-05	0.00948357490918065
chr19	48946078	48947901	1.21593963783985	2.80249608985069e-05	0.00948357490918065
chr5	110321472	110321782	-1.83021739846151	2.93594828460549e-05	0.00984055301233802
chr10	22541624	22542878	1.04534003680418	2.93594828460549e-05	0.00984055301233802
chr5	92929319	92931945	0.888422091978063	2.93594828460549e-05	0.00984055301233802
chr11	91957493	91960483	0.841036121338657	3.06940047936028e-05	0.0101907956795868
chr16	51183283	51190477	0.673841490995822	3.06940047936028e-05	0.0101907956795868
chr6	73330943	73333097	0.861174950998742	3.06940047936028e-05	0.0101907956795868
chr20	17206346	17208894	0.728655726319753	3.20285267411508e-05	0.0102471874343355
chr7	149462414	149463243	1.14554193733452	3.20285267411508e-05	0.0102471874343355
chr2	233350129	233353040	0.820546212418484	3.20285267411508e-05	0.0102471874343355
chr9	89560119	89560973	0.95397086233141	3.20285267411508e-05	0.0102471874343355
chr8	69242810	69244486	1.19229081613419	3.33630486886987e-05	0.0102471874343355
chr7	219061	223758	-0.615655896984058	3.46975706362467e-05	0.0102471874343355
chr2	45169679	45172381	0.839660789251997	3.46975706362467e-05	0.0102471874343355
chr4	96468767	96471217	0.972295447450966	3.46975706362467e-05	0.0102471874343355
chr5	72526011	72530622	0.73782063026631	3.46975706362467e-05	0.0102471874343355
chr10	23478530	23481979	0.922368661117554	3.46975706362467e-05	0.0102471874343355
chrX	21391651	21393946	1.52169896459222	3.46975706362467e-05	0.0102471874343355
chr17	41867829	41868285	-1.2062402524137	3.46975706362467e-05	0.0102471874343355
chr8	27449423	27450279	-1.02800307618384	3.46975706362467e-05	0.0102471874343355
chr1	3050943	3059930	-0.499905047345079	3.46975706362467e-05	0.0102471874343355
chr20	58838189	58839337	-1.04471091725908	3.46975706362467e-05	0.0102471874343355
chr3	2942406	2942577	-1.36649859554021	3.46975706362467e-05	0.0102471874343355
chr9	35490515	35490699	-1.1476152751602	3.46975706362467e-05	0.0102471874343355
chr16	22824648	22826446	1.12501408878155	3.46975706362467e-05	0.0102471874343355
chr16	71559310	71559593	-1.08008416475146	3.46975706362467e-05	0.0102471874343355
chr5	178770928	178772527	0.924727517651681	3.46975706362467e-05	0.0102471874343355
chr13	98527158	98528686	-1.5072415802128	3.46975706362467e-05	0.0102471874343355
chr6	108485784	108492839	0.652334240585566	3.46975706362467e-05	0.0102471874343355
chr19	1063473	1063766	-0.927053708867452	3.46975706362467e-05	0.0102471874343355
chr2	100937571	100939227	1.27352861720987	3.60320925837946e-05	0.0102471874343355
chr2	241580753	241581979	-0.533508151408138	3.60320925837946e-05	0.0102471874343355
chr7	4852826	4861668	-0.508307396413392	3.60320925837946e-05	0.0102471874343355
chr13	36944612	36945584	-0.953109635707817	3.60320925837946e-05	0.0102471874343355
chr1	82266030	82269019	0.877147844943044	3.60320925837946e-05	0.0102471874343355
